itemid,mean,dev_std,min,max,sparse
0,0.001676458, 0.0, 0.001676458, 0.001676458, 0.9999515386479283
1,0.011714011, 0.013023201, 9.387895e-05, 0.050301835, 0.9991761570147807
2,0, 0, 0, 0, 1
3,0, 0, 0, 0, 1
4,0.010767216, 0.0067770146, 0.002120201, 0.030346304, 0.9991761570147807
5,0.0070077716, 0.0034125724, 0.0035951992, 0.010420344, 0.9999030772958566
6,0.02696019, 0.022921732, 3.453485e-05, 0.08064044, 0.9979646232129876
7,0.016937986, 0.0137659395, 0.0021491593, 0.056911223, 0.9991761570147807
8,0, 0, 0, 0, 1
9,0, 0, 0, 0, 1
10,0.0030001597, 0.00019506912, 0.0028050907, 0.003195229, 0.9999030772958566
11,0, 0, 0, 0, 1
12,0.004485424, 0.0033282381, 0.00073234114, 0.011825926, 0.9996123091834263
13,0, 0, 0, 0, 1
14,0, 0, 0, 0, 1
15,0.009689701, 0.016240502, 7.82211e-05, 0.083833925, 0.9984976980857766
16,0, 0, 0, 0, 1
17,0, 0, 0, 0, 1
18,0, 0, 0, 0, 1
19,0.0018828716, 0.0010101836, 0.0010566319, 0.0033052992, 0.9998546159437849
20,0.009687264, 0.009148371, 0.00020886394, 0.04094467, 0.9984976980857766
21,0.006097311, 0.004674562, 0.00031117132, 0.016325906, 0.998255391325418
22,0, 0, 0, 0, 1
23,0.01057301, 0.009406094, 4.9405186e-05, 0.038270745, 0.9984007753816332
24,0.011116547, 0.015493541, 3.889774e-05, 0.07418986, 0.9981584686212746
25,0, 0, 0, 0, 1
26,0.0045358804, 0.0063943276, 4.3081604e-05, 0.033957418, 0.9983038526774897
27,0.008190586, 0.016209431, 3.9510637e-06, 0.067630924, 0.9985461594378483
28,0.022706747, 0.028565532, 7.737054e-05, 0.10059964, 0.998933850254422
29,0, 0, 0, 0, 1
30,0, 0, 0, 0, 1
31,0, 0, 0, 0, 1
32,0.0094671035, 0.010146078, 3.7066926e-05, 0.04402589, 0.9977707778047008
33,0.00840591, 0.011693426, 0.00022411035, 0.0529672, 0.9983038526774897
34,0, 0, 0, 0, 1
35,0.008620047, 0.012622026, 0.00025206633, 0.04656817, 0.9992730797189242
36,0, 0, 0, 0, 1
37,0.010719808, 0.011191741, 9.2594244e-05, 0.04512437, 0.9972861642839835
38,0.0083503425, 0.013847508, 4.1555373e-05, 0.067319155, 0.9988369275502786
39,0, 0, 0, 0, 1
40,0, 0, 0, 0, 1
41,0, 0, 0, 0, 1
42,0.02490192, 0.022863194, 0.002081425, 0.07793223, 0.999466925127211
43,0, 0, 0, 0, 1
44,0, 0, 0, 0, 1
45,0.020702003, 0.012145589, 0.0013259129, 0.034782372, 0.999660770535498
